Origin,WeekOfYear,cancelledTotal,cancelledCarrier,cancelledWeather,cancelledNAS,cancelledSecurity
MDT,30,2,0,0,2,0
CMI,26,2,2,0,0,0
TYS,28,2,0,1,1,0
DBQ,30,2,0,1,1,0
CID,26,2,1,0,1,0
RST,26,2,0,0,2,0
RST,28,2,0,1,1,0
ONT,48,2,0,2,0,0
PNS,30,2,1,1,0,0
FSM,26,2,2,0,0,0
ACT,27,2,2,0,0,0
ONT,47,2,2,0,0,0
ACT,30,2,1,1,0,0
MGM,51,2,0,0,2,0
LIT,27,2,1,1,0,0
GRK,28,2,1,0,1,0
HSV,32,2,0,1,1,0
FLO,27,2,0,0,2,0
MLU,27,2,0,0,2,0
JAN,29,2,2,0,0,0
AGS,30,2,0,0,2,0
FNT,27,2,1,0,1,0
AGS,26,2,0,1,1,0
ABY,26,2,0,0,2,0
GUC,15,2,1,1,0,0
AVP,29,2,2,0,0,0
LIT,28,2,1,0,1,0
GNV,27,2,0,0,2,0
AGS,28,2,0,0,2,0
CSG,29,2,1,0,1,0
CSG,27,2,0,0,2,0
CAE,18,2,0,0,2,0
EUG,29,2,2,0,0,0
YAK,6,2,0,2,0,0
PHF,28,2,0,0,2,0
YUM,44,2,2,0,0,0
CEC,30,2,0,2,0,0
ABQ,29,2,2,0,0,0
VPS,12,2,2,0,0,0
ADQ,22,2,1,1,0,0
GEG,28,2,2,0,0,0
IYK,28,2,2,0,0,0
FCA,28,2,2,0,0,0
EUG,46,2,0,2,0,0
ASE,28,2,2,0,0,0
ACV,28,2,1,0,1,0
HLN,28,2,2,0,0,0
HSV,45,2,2,0,0,0
MCO,42,2,2,0,0,0
ONT,26,2,2,0,0,0
MOD,26,2,1,1,0,0
RNO,26,2,2,0,0,0
BZN,26,2,1,1,0,0
SBN,18,2,1,1,0,0
SRQ,28,2,2,0,0,0
AZO,48,2,0,1,1,0
FSM,0,2,2,0,0,0
PWM,27,2,1,0,1,0
GRB,29,2,0,2,0,0
ITO,30,2,2,0,0,0
RIC,46,2,2,0,0,0
GJT,29,2,2,0,0,0
COS,29,2,2,0,0,0
SBP,29,2,2,0,0,0
GJT,28,2,2,0,0,0
RNO,28,2,1,1,0,0
FLG,28,2,2,0,0,0
ASE,52,2,2,0,0,0
SBP,27,2,1,0,1,0
FAT,10,2,2,0,0,0
TUS,26,2,2,0,0,0
RAP,26,2,2,0,0,0
TUS,29,2,1,0,1,0
LRD,49,2,0,2,0,0
PNS,16,2,1,1,0,0
BIS,17,2,2,0,0,0
ABE,27,2,1,0,1,0
AVP,45,2,1,0,1,0
GPT,40,2,1,1,0,0
LEX,38,2,1,1,0,0
AVL,29,2,0,0,2,0
MDT,44,2,2,0,0,0
CLL,3,2,0,2,0,0
TUS,27,2,1,1,0,0
MAF,12,2,1,1,0,0
VPS,28,2,2,0,0,0
MLI,38,2,2,0,0,0
SHV,44,2,1,1,0,0
CRP,49,2,0,2,0,0
LGB,25,2,2,0,0,0
DHN,27,2,0,1,1,0
TVC,29,2,1,0,1,0
ABQ,47,2,2,0,0,0
MOB,0,2,2,0,0,0
ADQ,25,2,1,1,0,0
TVC,0,2,2,0,0,0
DLH,36,2,1,1,0,0
ELP,23,2,0,1,1,0
GPT,21,2,1,1,0,0
TOL,23,2,0,0,2,0
MQT,23,2,0,2,0,0
FSM,23,2,1,0,1,0
LBB,19,2,2,0,0,0
LIH,22,2,2,0,0,0
AMA,23,2,1,0,1,0
CRP,23,2,1,0,1,0
LBB,23,2,1,1,0,0
ALB,1,2,0,1,1,0
FSM,24,2,1,1,0,0
GGG,25,2,0,2,0,0
ACT,25,2,2,0,0,0
CAK,8,2,1,0,1,0
MDT,27,2,1,1,0,0
SPS,24,2,0,2,0,0
SPS,23,2,0,2,0,0
LGB,2,2,2,0,0,0
SJT,24,2,0,2,0,0
TLH,25,2,2,0,0,0
PFN,23,2,2,0,0,0
DAB,22,2,2,0,0,0
ROW,50,2,0,2,0,0
HPN,34,2,0,0,2,0
FAY,23,2,1,0,1,0
SPS,25,2,1,1,0,0
GPT,22,2,2,0,0,0
LEX,1,2,0,0,2,0
MHT,18,2,0,0,2,0
HHH,28,2,1,0,1,0
EUG,24,2,2,0,0,0
GGG,11,2,0,2,0,0
ALB,23,2,0,1,1,0
MDT,25,2,0,2,0,0
CAE,46,2,2,0,0,0
FAR,43,2,1,1,0,0
CHA,26,2,0,0,2,0
SUN,25,2,1,1,0,0
VPS,10,2,0,1,1,0
DAB,25,2,0,0,2,0
LAN,24,2,1,0,1,0
CAK,24,2,1,1,0,0
ACV,23,2,2,0,0,0
ASE,23,2,1,0,1,0
BTM,23,2,1,1,0,0
GEG,22,2,2,0,0,0
MSO,13,2,2,0,0,0
RNO,44,2,1,0,1,0
LSE,17,2,0,1,1,0
MOD,22,2,0,0,2,0
GTF,22,2,2,0,0,0
GJT,31,2,1,0,1,0
DAY,18,2,0,1,1,0
BTV,24,2,0,2,0,0
SCE,51,2,2,0,0,0
MGM,30,2,1,0,1,0
HNL,42,2,1,1,0,0
PSP,25,2,2,0,0,0
MBS,25,2,1,0,1,0
MTJ,24,2,2,0,0,0
MFR,23,2,2,0,0,0
COS,43,2,2,0,0,0
RST,35,2,0,0,2,0
FAT,8,2,2,0,0,0
FAT,22,2,1,0,1,0
GGG,12,2,0,2,0,0
MFE,32,2,2,0,0,0
LGB,22,2,2,0,0,0
SDF,38,2,0,0,2,0
MHT,26,2,0,1,1,0
HHH,27,2,1,0,1,0
ICT,45,2,1,1,0,0
MCN,3,2,0,2,0,0
FLG,24,2,2,0,0,0
LFT,29,2,0,0,2,0
OKC,30,2,0,0,2,0
LEX,43,2,1,1,0,0
AVL,23,2,0,1,1,0
MYR,37,2,0,0,2,0
ICT,26,2,2,0,0,0
VPS,26,2,1,0,1,0
MOB,22,2,2,0,0,0
AVL,22,2,0,0,2,0
SDF,42,2,2,0,0,0
RNO,46,2,2,0,0,0
LAW,5,2,2,0,0,0
BRO,25,2,0,2,0,0
CIC,1,2,0,0,2,0
AVL,26,2,0,1,1,0
SDF,28,2,0,0,2,0
FSM,28,2,1,0,1,0
HHH,26,2,1,0,1,0
OTZ,24,2,1,1,0,0
TPA,26,2,2,0,0,0
TUL,33,2,1,1,0,0
FLG,32,2,2,0,0,0
MDT,34,2,2,0,0,0
SIT,18,2,2,0,0,0
FAI,17,2,2,0,0,0
WRG,46,2,1,1,0,0
SAT,19,2,2,0,0,0
CAK,43,2,1,0,1,0
MOT,20,2,1,0,1,0
KTN,39,2,1,1,0,0
MSN,19,2,1,0,1,0
LSE,52,2,0,2,0,0
ABI,24,2,0,2,0,0
FNT,21,2,1,0,1,0
RST,21,2,0,0,2,0
AMA,29,2,1,1,0,0
GUC,40,2,1,1,0,0
MOB,21,2,0,1,1,0
AMA,19,2,2,0,0,0
CRP,18,2,0,2,0,0
MAF,18,2,1,1,0,0
LEX,0,2,1,1,0,0
LEX,48,2,1,0,1,0
ACT,19,2,0,2,0,0
TYR,21,2,0,1,1,0
AMA,27,2,2,0,0,0
PHF,20,2,2,0,0,0
PHF,18,2,1,0,1,0
SBP,24,2,2,0,0,0
AMA,24,2,0,2,0,0
LCH,49,2,0,2,0,0
LFT,21,2,0,1,1,0
MGM,19,2,2,0,0,0
RNO,18,2,2,0,0,0
MSY,18,2,2,0,0,0
ALB,18,2,1,0,1,0
GRR,20,2,2,0,0,0
LRD,25,2,0,2,0,0
DAY,21,2,0,1,1,0
VPS,23,2,2,0,0,0
EUG,21,2,2,0,0,0
GSO,46,2,2,0,0,0
ITO,24,2,2,0,0,0
MKE,20,2,1,1,0,0
PBI,28,2,2,0,0,0
JNU,18,2,2,0,0,0
TUL,18,2,1,0,1,0
LIH,11,2,2,0,0,0
GGG,10,2,1,1,0,0
RAP,18,2,2,0,0,0
BOI,17,2,0,1,1,0
MKG,22,2,0,2,0,0
BTV,18,2,0,1,1,0
ROA,21,2,1,0,1,0
PVD,21,2,1,0,1,0
ERI,26,2,1,1,0,0
SBN,21,2,0,0,2,0
ELP,45,2,2,0,0,0
CRW,22,2,1,0,1,0
AVP,21,2,1,0,1,0
PSP,20,2,2,0,0,0
OGG,20,2,2,0,0,0
ALB,43,2,1,0,1,0
LGB,20,2,2,0,0,0
IAH,43,2,1,1,0,0
FAR,1,2,1,0,1,0
TUS,8,2,1,1,0,0
SYR,18,2,0,0,2,0
TXK,19,2,1,1,0,0
PSP,18,2,2,0,0,0
PSG,52,2,1,1,0,0
ATW,18,2,1,0,1,0
IYK,6,2,0,2,0,0
MLI,32,2,0,2,0,0
TYR,14,2,1,1,0,0
MFE,19,2,2,0,0,0
PVD,19,2,0,0,2,0
SCE,52,2,1,1,0,0
GSO,21,2,1,0,1,0
ACT,5,2,2,0,0,0
DAY,19,2,0,0,2,0
ANC,19,2,2,0,0,0
BTV,19,2,1,0,1,0
PFN,3,2,0,2,0,0
MLU,19,2,0,2,0,0
TUS,10,2,2,0,0,0
AVL,18,2,1,0,1,0
IDA,6,2,1,1,0,0
LAW,4,2,0,2,0,0
OXR,27,2,1,1,0,0
GEG,20,2,2,0,0,0
ABQ,19,2,2,0,0,0
VLD,27,2,0,0,2,0
SHV,21,2,0,2,0,0
BNA,20,2,2,0,0,0
MOB,7,2,2,0,0,0
MBS,13,2,0,0,2,0
CWA,26,2,1,0,1,0
ABQ,43,2,2,0,0,0
VPS,29,2,1,1,0,0
LNK,27,2,2,0,0,0
EGE,19,2,1,1,0,0
MBS,12,2,0,0,2,0
SBP,36,2,0,2,0,0
GUC,8,2,0,2,0,0
LGB,15,2,2,0,0,0
JNU,17,2,1,1,0,0
JNU,16,2,2,0,0,0
AZO,32,2,2,0,0,0
YAK,16,2,2,0,0,0
GPT,28,2,0,0,2,0
CDV,16,2,2,0,0,0
OME,16,2,0,2,0,0
OAJ,27,2,1,0,1,0
ABQ,7,2,0,2,0,0
ERI,13,2,0,2,0,0
IDA,5,2,2,0,0,0
CDC,42,2,2,0,0,0
FNT,17,2,1,1,0,0
SCE,17,2,2,0,0,0
TYS,14,2,2,0,0,0
CMH,15,2,2,0,0,0
BGR,26,2,1,1,0,0
DLH,13,2,1,1,0,0
PFN,10,2,2,0,0,0
TOL,14,2,1,1,0,0
DBQ,14,2,0,1,1,0
CHA,14,2,1,0,1,0
LAN,14,2,0,0,2,0
CPR,24,2,2,0,0,0
MQT,14,2,0,2,0,0
TVC,15,2,0,1,1,0
RST,16,2,0,1,1,0
HSV,15,2,1,1,0,0
VPS,17,2,1,0,1,0
OME,21,2,1,1,0,0
MSO,49,2,1,0,1,0
JAC,1,2,1,1,0,0
LIH,16,2,1,1,0,0
XNA,15,2,1,0,1,0
DBQ,50,2,0,1,1,0
RNO,24,2,2,0,0,0
ACT,15,2,2,0,0,0
PHF,16,2,2,0,0,0
PHF,15,2,2,0,0,0
KTN,35,2,2,0,0,0
MCN,13,2,1,0,1,0
MYR,48,2,1,0,1,0
RSW,16,2,2,0,0,0
MYR,15,2,2,0,0,0
PBI,15,2,2,0,0,0
BIL,15,2,2,0,0,0
AZO,15,2,1,0,1,0
RAP,4,2,2,0,0,0
ANC,22,2,2,0,0,0
SBP,15,2,1,1,0,0
LNK,14,2,1,0,1,0
GJT,27,2,2,0,0,0
LEX,41,2,1,1,0,0
FLG,21,2,2,0,0,0
LIT,33,2,0,2,0,0
PSC,14,2,2,0,0,0
SBP,17,2,2,0,0,0
SGU,17,2,0,2,0,0
SPI,17,2,1,0,1,0
GSO,20,2,2,0,0,0
TUS,38,2,2,0,0,0
COS,16,2,0,1,1,0
FSM,32,2,1,0,1,0
LSE,36,2,0,1,1,0
KTN,43,2,1,1,0,0
RNO,32,2,1,0,1,0
DRO,15,2,2,0,0,0
ELP,33,2,2,0,0,0
ATW,15,2,2,0,0,0
CMH,41,2,2,0,0,0
IYK,13,2,2,0,0,0
KOA,5,2,2,0,0,0
AVP,17,2,0,0,2,0
LRD,37,2,0,2,0,0
PNS,26,2,0,1,1,0
SJU,21,2,2,0,0,0
OTZ,49,2,0,2,0,0
LFT,23,2,1,1,0,0
MGM,29,2,0,0,2,0
FLG,17,2,2,0,0,0
SPS,0,2,1,1,0,0
BUR,16,2,2,0,0,0
GSO,15,2,1,1,0,0
COS,52,2,1,1,0,0
CAE,15,2,2,0,0,0
BMI,15,2,1,0,1,0
SMF,42,2,2,0,0,0
TUS,33,2,2,0,0,0
GJT,14,2,2,0,0,0
GRK,34,2,1,0,1,0
SMX,18,2,1,0,1,0
CAK,31,2,1,0,1,0
MYR,14,2,1,1,0,0
GRK,19,2,1,0,1,0
JAC,14,2,2,0,0,0
ALO,2,2,1,0,1,0
RNO,25,2,1,1,0,0
LIH,13,2,2,0,0,0
MYR,13,2,0,1,1,0
YUM,13,2,2,0,0,0
ONT,46,2,2,0,0,0
CEC,32,2,0,2,0,0
ELM,6,2,0,2,0,0
CHA,22,2,1,1,0,0
ELP,24,2,0,2,0,0
LFT,15,2,0,2,0,0
YUM,1,2,2,0,0,0
ICT,15,2,1,0,1,0
ABE,47,2,2,0,0,0
ROA,28,2,0,1,1,0
GEG,17,2,2,0,0,0
EVV,25,2,1,0,1,0
AMA,17,2,2,0,0,0
SHV,1,2,1,1,0,0
ACV,44,2,0,1,1,0
ABQ,16,2,1,1,0,0
TLH,30,2,2,0,0,0
MSY,0,2,2,0,0,0
BZN,3,2,1,0,1,0
LBB,52,2,2,0,0,0
LIT,15,2,2,0,0,0
SIT,26,2,0,2,0,0
ABQ,15,2,2,0,0,0
ABI,50,2,0,2,0,0
TOL,17,2,1,1,0,0
GEG,6,2,1,1,0,0
EWN,27,2,1,0,1,0
PWM,42,2,0,2,0,0
LGB,11,2,1,1,0,0
FAI,10,2,2,0,0,0
JAC,9,2,1,1,0,0
TLH,9,2,1,1,0,0
ELM,9,2,2,0,0,0
BGR,24,2,0,1,1,0
HNL,10,2,2,0,0,0
BIS,11,2,2,0,0,0
DSM,43,2,2,0,0,0
BTR,28,2,1,0,1,0
LIH,28,2,2,0,0,0
CMX,10,2,2,0,0,0
AVL,7,2,1,1,0,0
TOL,13,2,0,0,2,0
AVL,6,2,1,0,1,0
TOL,10,2,2,0,0,0
JAC,41,2,0,2,0,0
DBQ,13,2,0,0,2,0
BTR,7,2,0,2,0,0
ROW,11,2,0,2,0,0
ROA,10,2,1,1,0,0
EUG,8,2,1,0,1,0
PIA,26,2,0,0,2,0
CAK,37,2,0,1,1,0
CAE,34,2,0,0,2,0
KTN,3,2,1,1,0,0
FAT,34,2,1,0,1,0
PBI,12,2,2,0,0,0
RAP,49,2,0,1,1,0
SJU,42,2,2,0,0,0
SRQ,6,2,0,2,0,0
OGG,10,2,2,0,0,0
ITO,46,2,2,0,0,0
PSG,3,2,0,2,0,0
PHF,9,2,1,1,0,0
TOL,9,2,0,1,1,0
FNT,10,2,1,1,0,0
SCE,10,2,2,0,0,0
BFL,7,2,0,0,2,0
BIS,2,2,2,0,0,0
OAJ,9,2,0,2,0,0
FAI,30,2,2,0,0,0
SRQ,11,2,1,1,0,0
RAP,10,2,1,1,0,0
MRY,24,2,1,1,0,0
MRY,22,2,1,0,1,0
TRI,10,2,2,0,0,0
HHH,29,2,1,0,1,0
RDM,50,2,0,0,2,0
ITO,16,2,1,1,0,0
GJT,0,2,0,2,0,0
EVV,37,2,0,2,0,0
AGS,9,2,2,0,0,0
FSD,13,2,1,1,0,0
CAK,30,2,1,0,1,0
TLH,12,2,2,0,0,0
JAC,22,2,2,0,0,0
BZN,31,2,1,0,1,0
TYR,4,2,1,1,0,0
MRY,34,2,1,1,0,0
EGE,12,2,2,0,0,0
IYK,35,2,1,1,0,0
SPS,12,2,1,1,0,0
BMI,18,2,0,0,2,0
LEX,42,2,1,0,1,0
JAC,12,2,1,1,0,0
RSW,23,2,1,1,0,0
MLB,8,2,2,0,0,0
PHF,19,2,2,0,0,0
EKO,1,2,0,2,0,0
FAT,12,2,2,0,0,0
BOI,27,2,1,1,0,0
LGB,6,2,0,2,0,0
SBP,12,2,1,1,0,0
DBQ,3,2,0,0,2,0
LIT,42,2,2,0,0,0
CWA,13,2,0,1,1,0
SPI,7,2,1,1,0,0
PSC,11,2,2,0,0,0
PWM,28,2,2,0,0,0
COS,46,2,2,0,0,0
GFK,18,2,2,0,0,0
CHO,2,2,0,2,0,0
AZO,10,2,2,0,0,0
BWI,41,2,1,0,1,0
BIS,3,2,2,0,0,0
BET,12,2,1,1,0,0
TRI,51,2,0,0,2,0
FAT,9,2,1,1,0,0
AMA,38,2,2,0,0,0
HDN,29,2,2,0,0,0
TVC,9,2,2,0,0,0
FCA,9,2,0,2,0,0
MTJ,31,2,0,1,1,0
BIS,9,2,2,0,0,0
BOI,9,2,2,0,0,0
AMA,34,2,2,0,0,0
GRR,25,2,2,0,0,0
TYS,12,2,1,1,0,0
SYR,19,2,2,0,0,0
ABE,10,2,2,0,0,0
ADQ,4,2,0,2,0,0
LSE,30,2,0,1,1,0
CHS,0,2,2,0,0,0
BQK,50,2,1,1,0,0
OGG,21,2,2,0,0,0
LGB,12,2,2,0,0,0
GEG,7,2,1,1,0,0
AVP,11,2,0,0,2,0
EGE,25,2,2,0,0,0
MTJ,11,2,1,1,0,0
EUG,30,2,2,0,0,0
ATW,24,2,1,0,1,0
STT,15,2,2,0,0,0
GTF,50,2,0,2,0,0
ILM,11,2,2,0,0,0
CPR,11,2,2,0,0,0
BMI,10,2,2,0,0,0
DHN,2,2,0,2,0,0
DAB,11,2,2,0,0,0
MDT,10,2,2,0,0,0
EUG,10,2,1,0,1,0
MFR,9,2,2,0,0,0
SBA,9,2,2,0,0,0
EGE,9,2,1,1,0,0
SMF,15,2,2,0,0,0
OGG,23,2,2,0,0,0
ORF,10,2,0,1,1,0
CRW,11,2,0,2,0,0
SWF,3,2,1,1,0,0
BIL,39,2,2,0,0,0
BRO,11,2,0,2,0,0
CHA,16,2,0,1,1,0
TVC,35,2,1,0,1,0
CMX,4,2,0,0,2,0
BGM,9,2,2,0,0,0
BFL,28,2,1,0,1,0
CWA,14,2,0,1,1,0
ORF,43,2,1,0,1,0
CAE,10,2,2,0,0,0
BOI,22,2,1,0,1,0
GJT,20,2,2,0,0,0
MCN,22,2,2,0,0,0
EGE,23,2,2,0,0,0
MLU,10,2,0,2,0,0
CMH,47,2,1,1,0,0
BGR,6,2,0,1,1,0
HRL,33,2,1,0,1,0
BMI,48,2,0,1,1,0
HHH,3,2,0,2,0,0
LCH,11,2,0,2,0,0
PWM,38,2,2,0,0,0
SYR,17,2,0,1,1,0
SPI,13,2,0,0,2,0
EKO,0,2,1,1,0,0
YUM,32,2,2,0,0,0
SPI,28,2,1,0,1,0
MBS,27,2,0,1,1,0
SPS,10,2,0,2,0,0
EUG,49,2,0,2,0,0
MRY,52,2,0,2,0,0
GGG,13,2,1,1,0,0
TRI,7,2,2,0,0,0
FAR,9,2,1,1,0,0
BTR,43,2,2,0,0,0
TYR,1,2,2,0,0,0
TWF,3,2,1,1,0,0
BIS,31,2,0,1,1,0
FAY,9,2,0,1,1,0
BRO,50,2,0,1,1,0
GUC,9,2,1,1,0,0
MGM,13,2,1,0,1,0
PDX,45,2,1,1,0,0
FLG,19,2,1,1,0,0
AZO,18,2,0,0,2,0
SUN,9,2,0,2,0,0
TYS,41,2,1,0,1,0
GNV,51,2,1,0,1,0
GGG,50,2,0,2,0,0
LIH,30,2,2,0,0,0
OTZ,35,2,0,2,0,0
ALB,10,2,1,0,1,0
SIT,51,2,0,2,0,0
RSW,21,2,0,0,2,0
HRL,10,2,2,0,0,0
ABI,10,2,0,2,0,0
BIL,26,2,1,1,0,0
PFN,33,2,1,1,0,0
OKC,48,2,1,0,1,0
SBA,17,2,1,0,1,0
PSP,32,2,2,0,0,0
GTR,36,2,0,0,2,0
FSM,10,2,1,1,0,0
CEC,19,2,0,2,0,0
ONT,49,2,2,0,0,0
ACK,25,2,0,0,2,0
SRQ,4,2,2,0,0,0
LGB,5,2,0,2,0,0
MLU,35,2,0,2,0,0
SJT,6,2,0,2,0,0
LGB,8,2,1,1,0,0
ADQ,7,2,0,2,0,0
ADQ,5,2,0,2,0,0
RSW,27,2,0,1,1,0
LBB,12,2,1,1,0,0
FSM,8,2,2,0,0,0
TLH,8,2,2,0,0,0
EUG,6,2,0,2,0,0
BGR,27,2,1,0,1,0
CMX,7,2,0,0,2,0
BGR,23,2,1,1,0,0
CMX,5,2,1,1,0,0
PSP,36,2,1,0,1,0
ALO,6,2,2,0,0,0
LGB,52,2,1,1,0,0
RNO,21,2,0,2,0,0
LGB,44,2,2,0,0,0
ABQ,8,2,1,1,0,0
HPN,21,2,0,0,2,0
PIA,35,2,2,0,0,0
VPS,5,2,0,1,1,0
TUS,7,2,1,1,0,0
SHV,43,2,2,0,0,0
JNU,8,2,1,1,0,0
BOI,5,2,0,0,2,0
MLB,9,2,1,0,1,0
KOA,33,2,2,0,0,0
FSD,33,2,2,0,0,0
PMD,4,2,0,0,2,0
SGU,6,2,1,1,0,0
TXK,5,2,1,1,0,0
TYR,7,2,0,2,0,0
MDT,24,2,1,0,1,0
LAN,49,2,0,1,1,0
OGG,5,2,2,0,0,0
GGG,36,2,0,2,0,0
PFN,6,2,0,1,1,0
SCE,6,2,0,2,0,0
ALB,39,2,2,0,0,0
BOI,10,2,1,0,1,0
VPS,8,2,2,0,0,0
MLU,23,2,1,1,0,0
VLD,7,2,2,0,0,0
SBP,11,2,1,1,0,0
GJT,2,2,2,0,0,0
EUG,2,2,1,1,0,0
ROC,42,2,1,1,0,0
ABY,1,2,1,0,1,0
SHV,52,2,2,0,0,0
HHH,7,2,0,1,1,0
PFN,5,2,2,0,0,0
EYW,27,2,0,1,1,0
ORF,34,2,2,0,0,0
MDT,28,2,2,0,0,0
BQK,34,2,1,0,1,0
KOA,8,2,2,0,0,0
RAP,29,2,1,1,0,0
PSC,7,2,2,0,0,0
SMX,40,2,2,0,0,0
BFL,17,2,2,0,0,0
KOA,7,2,2,0,0,0
CWA,8,2,2,0,0,0
PIH,7,2,0,2,0,0
ISP,3,2,1,1,0,0
ANC,45,2,2,0,0,0
KOA,6,2,2,0,0,0
GRK,5,2,1,0,1,0
EUG,5,2,2,0,0,0
RKS,26,2,2,0,0,0
SHV,37,2,2,0,0,0
SIT,1,2,1,1,0,0
RFD,5,2,0,2,0,0
LAN,38,2,0,2,0,0
AVP,0,2,2,0,0,0
CHO,7,2,0,2,0,0
CRW,7,2,1,1,0,0
MFE,6,2,0,2,0,0
LAW,10,2,0,2,0,0
PSP,15,2,1,1,0,0
TYR,5,2,1,0,1,0
PFN,48,2,0,0,2,0
RAP,8,2,0,2,0,0
ILM,7,2,1,1,0,0
BIS,5,2,2,0,0,0
ROA,11,2,1,0,1,0
FSM,5,2,1,0,1,0
SBA,5,2,1,1,0,0
SBP,44,2,0,1,1,0
EWR,41,2,1,0,1,0
CHS,46,2,2,0,0,0
BIS,44,2,0,1,1,0
RSW,28,2,1,0,1,0
OMA,37,2,1,1,0,0
MRY,9,2,1,1,0,0
CHS,38,2,0,1,1,0
DRO,6,2,2,0,0,0
ISP,13,2,1,0,1,0
LBB,4,2,1,1,0,0
FAT,51,2,2,0,0,0
BZN,0,2,2,0,0,0
PBI,18,2,2,0,0,0
SMX,0,2,0,2,0,0
EGE,27,2,2,0,0,0
BQN,6,2,0,2,0,0
MGM,0,2,2,0,0,0
EYW,2,2,0,2,0,0
AEX,7,2,1,1,0,0
SBA,14,2,2,0,0,0
FAT,5,2,2,0,0,0
HNL,41,2,2,0,0,0
YUM,9,2,2,0,0,0
TXK,31,2,2,0,0,0
TRI,30,2,1,0,1,0
AZO,33,2,1,0,1,0
WRG,37,2,1,1,0,0
PWM,34,2,1,1,0,0
OME,0,2,2,0,0,0
LBB,32,2,0,2,0,0
EGE,29,2,2,0,0,0
BPT,6,2,1,0,1,0
RSW,3,2,0,2,0,0
SUX,5,2,2,0,0,0
LEX,46,2,2,0,0,0
SCC,3,2,0,2,0,0
ANC,52,2,2,0,0,0
BQK,2,2,0,2,0,0
PFN,52,2,2,0,0,0
IDA,9,2,2,0,0,0
FAY,34,2,0,0,2,0
ONT,39,2,2,0,0,0
MLI,44,2,2,0,0,0
LAN,23,2,0,1,1,0
ABE,36,2,1,0,1,0
ALO,0,2,2,0,0,0
MKE,39,2,1,0,1,0
ILM,5,2,0,2,0,0
ABE,29,2,1,1,0,0
HPN,30,2,0,2,0,0
EKO,50,2,1,1,0,0
RHI,0,2,1,1,0,0
LBB,5,2,2,0,0,0
AEX,4,2,1,1,0,0
AVL,0,2,2,0,0,0
SJU,12,2,2,0,0,0
HNL,20,2,2,0,0,0
OTZ,4,2,1,1,0,0
TEX,3,2,0,1,1,0
LRD,51,2,1,1,0,0
PNS,17,2,0,1,1,0
GSP,16,2,1,1,0,0
EWN,2,2,0,2,0,0
BUR,33,2,1,1,0,0
HRL,6,2,1,1,0,0
BHM,39,2,2,0,0,0
MFR,6,2,2,0,0,0
LSE,13,2,0,0,2,0
BGM,8,2,0,0,2,0
ABQ,22,2,1,1,0,0
PNS,28,2,2,0,0,0
LCH,6,2,0,2,0,0
AVL,9,2,2,0,0,0
WRG,4,2,1,1,0,0
AVL,34,2,0,0,2,0
TUS,19,2,2,0,0,0
PSG,4,2,1,1,0,0
ADQ,3,2,1,1,0,0
OTZ,3,2,1,1,0,0
ABI,5,2,1,1,0,0
ALO,4,2,2,0,0,0
OTZ,1,2,2,0,0,0
MSY,16,2,1,1,0,0
CHS,10,2,1,0,1,0
ALB,26,2,1,1,0,0
MRY,46,2,0,1,1,0
MRY,2,2,1,1,0,0
ERI,0,2,1,0,1,0
GTF,9,2,2,0,0,0
LAN,0,2,1,0,1,0
FSM,19,2,1,1,0,0
YUM,20,2,2,0,0,0
CEC,29,2,1,0,1,0
YUM,50,2,2,0,0,0
RNO,22,2,1,0,1,0
CLE,40,2,0,1,1,0
FNT,35,2,0,0,2,0
LIT,1,2,1,0,1,0
BGM,4,2,2,0,0,0
SCE,0,2,2,0,0,0
BTM,8,2,0,2,0,0
KOA,4,2,2,0,0,0
SYR,10,2,2,0,0,0
TOL,52,2,0,2,0,0
CSG,10,2,1,1,0,0
JAX,16,2,1,0,1,0
ERI,10,2,1,1,0,0
SMX,2,2,0,2,0,0
TYS,1,2,2,0,0,0
MRY,38,2,0,2,0,0
ERI,14,2,2,0,0,0
LAN,34,2,2,0,0,0
ANC,0,2,1,1,0,0
CMI,2,2,1,0,1,0
TVC,52,2,1,1,0,0
FSM,15,2,1,1,0,0
HHH,45,2,2,0,0,0
ABE,39,2,1,1,0,0
BRO,37,2,0,2,0,0
GSO,33,2,1,1,0,0
AVP,22,2,1,0,1,0
HRL,4,2,1,1,0,0
PVD,15,2,1,0,1,0
RSW,45,2,1,1,0,0
TWF,2,2,1,1,0,0
ITO,4,2,2,0,0,0
PHF,3,2,1,1,0,0
ACV,1,2,0,0,2,0
MCN,32,2,2,0,0,0
FLO,3,2,0,2,0,0
GFK,22,2,1,1,0,0
PSP,37,2,1,1,0,0
OME,7,2,0,2,0,0
AEX,2,2,0,2,0,0
LRD,33,2,0,0,2,0
PNS,24,2,0,2,0,0
CRP,21,2,0,0,2,0
LSE,2,2,0,1,1,0
SWF,27,2,0,0,2,0
CHO,3,2,1,1,0,0
FSD,1,2,1,0,1,0
PFN,30,2,2,0,0,0
LFT,2,2,0,2,0,0
ABQ,20,2,1,0,1,0
ACY,2,2,0,2,0,0
RDM,48,2,0,2,0,0
BET,48,2,0,2,0,0
FAT,13,2,2,0,0,0
CHO,4,2,1,1,0,0
MOB,12,2,2,0,0,0
LBB,34,2,1,0,1,0
AGS,4,2,2,0,0,0
MYR,26,2,0,0,2,0
ABQ,24,2,1,1,0,0
TWF,7,2,1,1,0,0
TEX,8,2,0,2,0,0
